Year,Period,Week Ending,State,State ANSI,Watershed,Data Item,Value,CV (%)
2006,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,"72,000",
2006,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,"125,000",
2006,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,"14,000",
2006,MARKETING YEAR,,MISSOURI,29,,INVENTORY,"15,000",
2006,MARKETING YEAR,,MONTANA,30,,INVENTORY,"132,000",
2006,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,"47,000",
2006,MARKETING YEAR,,NEVADA,32,,INVENTORY,"9,000",
2006,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,"9,000",
2006,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,"7,000",
2006,MARKETING YEAR,,NEW YORK,36,,INVENTORY,"58,000",
2006,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,"10,000",
2006,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,"350,000",
2006,MARKETING YEAR,,OHIO,39,,INVENTORY,"14,000",
2006,MARKETING YEAR,,OREGON,41,,INVENTORY,"46,000",
2006,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,"28,000",
2006,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,"225,000",
2006,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,"7,000",
2006,MARKETING YEAR,,TEXAS,48,,INVENTORY,"82,000",
2006,MARKETING YEAR,,UTAH,49,,INVENTORY,"26,000",
2006,MARKETING YEAR,,VERMONT,50,,INVENTORY,"6,000",
2006,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,"8,000",
2006,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,"49,000",
2006,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,"6,000",
2006,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,"64,000",
2006,MARKETING YEAR,,WYOMING,56,,INVENTORY,"39,000",
2005,MARKETING YEAR,,ALABAMA,1,,INVENTORY,"13,000",
2005,MARKETING YEAR,,ARIZONA,4,,INVENTORY,"36,000",
2005,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,"36,000",
2005,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,"400,000",
2005,MARKETING YEAR,,COLORADO,8,,INVENTORY,"28,000",
2005,MARKETING YEAR,,FLORIDA,12,,INVENTORY,"160,000",
2005,MARKETING YEAR,,GEORGIA,13,,INVENTORY,"59,000",
2005,MARKETING YEAR,,HAWAII,15,,INVENTORY,"9,000",
2005,MARKETING YEAR,,IDAHO,16,,INVENTORY,"95,000",
2005,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,"8,000",
2005,MARKETING YEAR,,INDIANA,18,,INVENTORY,"8,000",
2005,MARKETING YEAR,,IOWA,19,,INVENTORY,"28,000",
2005,MARKETING YEAR,,KANSAS,20,,INVENTORY,"16,000",
2005,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,"5,000",
2005,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,"35,000",
2005,MARKETING YEAR,,MAINE,23,,INVENTORY,"8,000",
2005,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,"65,000",
2005,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,"120,000",
2005,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,"16,000",
2005,MARKETING YEAR,,MISSOURI,29,,INVENTORY,"15,000",
2005,MARKETING YEAR,,MONTANA,30,,INVENTORY,"130,000",
2005,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,"40,000",
2005,MARKETING YEAR,,NEVADA,32,,INVENTORY,"12,000",
2005,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,"12,000",
2005,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,"7,000",
2005,MARKETING YEAR,,NEW YORK,36,,INVENTORY,"59,000",
2005,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,"10,000",
2005,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,"370,000",
2005,MARKETING YEAR,,OHIO,39,,INVENTORY,"15,000",
2005,MARKETING YEAR,,OREGON,41,,INVENTORY,"39,000",
2005,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,"28,000",
2005,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,"220,000",
2005,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,"7,000",
2005,MARKETING YEAR,,TEXAS,48,,INVENTORY,"84,000",
2005,MARKETING YEAR,,UTAH,49,,INVENTORY,"24,000",
2005,MARKETING YEAR,,VERMONT,50,,INVENTORY,"6,000",
2005,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,"8,000",
2005,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,"51,000",
2005,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,"8,000",
2005,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,"64,000",
2005,MARKETING YEAR,,WYOMING,56,,INVENTORY,"40,000",
2004,MARKETING YEAR,,ALABAMA,1,,INVENTORY,"12,000",
2004,MARKETING YEAR,,ARIZONA,4,,INVENTORY,"32,000",
2004,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,"40,000",
2004,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,"390,000",
2004,MARKETING YEAR,,COLORADO,8,,INVENTORY,"23,000",
2004,MARKETING YEAR,,FLORIDA,12,,INVENTORY,"205,000",
2004,MARKETING YEAR,,GEORGIA,13,,INVENTORY,"63,000",
2004,MARKETING YEAR,,HAWAII,15,,INVENTORY,"8,000",
2004,MARKETING YEAR,,IDAHO,16,,INVENTORY,"100,000",
2004,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,"7,000",
2004,MARKETING YEAR,,INDIANA,18,,INVENTORY,"7,000",
2004,MARKETING YEAR,,IOWA,19,,INVENTORY,"35,000",
2004,MARKETING YEAR,,KANSAS,20,,INVENTORY,"14,000",
2004,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,"5,000",
2004,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,"35,000",
2004,MARKETING YEAR,,MAINE,23,,INVENTORY,"7,000",
2004,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,"65,000",
2004,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,"135,000",
2004,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,"18,000",
2004,MARKETING YEAR,,MISSOURI,29,,INVENTORY,"16,000",
2004,MARKETING YEAR,,MONTANA,30,,INVENTORY,"140,000",
2004,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,"51,000",
2004,MARKETING YEAR,,NEVADA,32,,INVENTORY,"14,000",
2004,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,"12,000",
2004,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,"8,000",
2004,MARKETING YEAR,,NEW YORK,36,,INVENTORY,"64,000",
2004,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,"9,000",
2004,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,"390,000",
2004,MARKETING YEAR,,OHIO,39,,INVENTORY,"16,000",
2004,MARKETING YEAR,,OREGON,41,,INVENTORY,"42,000",
2004,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,"30,000",
2004,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,"215,000",
2004,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,"6,000",
2004,MARKETING YEAR,,TEXAS,48,,INVENTORY,"116,000",
2004,MARKETING YEAR,,UTAH,49,,INVENTORY,"24,000",
2004,MARKETING YEAR,,VERMONT,50,,INVENTORY,"6,000",
2004,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,"7,000",
2004,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,"56,000",
2004,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,"9,000",
2004,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,"68,000",
2004,MARKETING YEAR,,WYOMING,56,,INVENTORY,"39,000",
2003,MARKETING YEAR,,ALABAMA,1,,INVENTORY,"13,000",
2003,MARKETING YEAR,,ARIZONA,4,,INVENTORY,"35,000",
2003,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,"40,000",
2003,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,"480,000",
2003,MARKETING YEAR,,COLORADO,8,,INVENTORY,"24,000",
2003,MARKETING YEAR,,FLORIDA,12,,INVENTORY,"210,000",
2003,MARKETING YEAR,,GEORGIA,13,,INVENTORY,"52,000",
2003,MARKETING YEAR,,HAWAII,15,,INVENTORY,"7,000",
2003,MARKETING YEAR,,IDAHO,16,,INVENTORY,"100,000",
2003,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,"7,000",
2003,MARKETING YEAR,,INDIANA,18,,INVENTORY,"5,000",
2003,MARKETING YEAR,,IOWA,19,,INVENTORY,"32,000",
2003,MARKETING YEAR,,KANSAS,20,,INVENTORY,"16,000",
2003,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,"5,000",
2003,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,"34,000",
2003,MARKETING YEAR,,MAINE,23,,INVENTORY,"8,000",
2003,MARKETING YEAR,,MARYLAND,24,,INVENTORY,"2,000",
2003,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,"65,000",
2003,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,"120,000",
2003,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,"21,000",
2003,MARKETING YEAR,,MISSOURI,29,,INVENTORY,"17,000",
2003,MARKETING YEAR,,MONTANA,30,,INVENTORY,"145,000",
2003,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,"45,000",
2003,MARKETING YEAR,,NEVADA,32,,INVENTORY,"6,000",
2003,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,"10,000",
2003,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,"6,000",
2003,MARKETING YEAR,,NEW YORK,36,,INVENTORY,"67,000",
2003,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,"10,000",
2003,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,"340,000",
2003,MARKETING YEAR,,OHIO,39,,INVENTORY,"15,000",
2003,MARKETING YEAR,,OKLAHOMA,40,,INVENTORY,"3,000",
2003,MARKETING YEAR,,OREGON,41,,INVENTORY,"42,000",
2003,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,"27,000",
2003,MARKETING YEAR,,SOUTH CAROLINA,45,,INVENTORY,"4,000",
2003,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,"215,000",
2003,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,"6,000",
2003,MARKETING YEAR,,TEXAS,48,,INVENTORY,"140,000",
2003,MARKETING YEAR,,UTAH,49,,INVENTORY,"25,000",
2003,MARKETING YEAR,,VERMONT,50,,INVENTORY,"7,000",
2003,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,"6,000",
2003,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,"58,000",
2003,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,"8,000",
2003,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,"74,000",
2003,MARKETING YEAR,,WYOMING,56,,INVENTORY,"39,000",
2002,MARKETING YEAR,,ALABAMA,1,,INVENTORY,"12,000",
2002,MARKETING YEAR,,ARIZONA,4,,INVENTORY,"38,000",
2002,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,"45,000",
2002,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,"470,000",
2002,MARKETING YEAR,,COLORADO,8,,INVENTORY,"24,000",
2002,MARKETING YEAR,,FLORIDA,12,,INVENTORY,"220,000",
2002,MARKETING YEAR,,GEORGIA,13,,INVENTORY,"50,000",
2002,MARKETING YEAR,,HAWAII,15,,INVENTORY,"7,000",
2002,MARKETING YEAR,,IDAHO,16,,INVENTORY,"100,000",
2002,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,"9,000",
2002,MARKETING YEAR,,INDIANA,18,,INVENTORY,"8,000",
2002,MARKETING YEAR,,IOWA,19,,INVENTORY,"33,000",
2002,MARKETING YEAR,,KANSAS,20,,INVENTORY,"17,000",
2002,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,"5,000",
2002,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,"35,000",
2002,MARKETING YEAR,,MAINE,23,,INVENTORY,"11,000",
2002,MARKETING YEAR,,MARYLAND,24,,INVENTORY,"3,000",
2002,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,"72,000",
2002,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,"117,000",
2002,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,"18,000",
2002,MARKETING YEAR,,MISSOURI,29,,INVENTORY,"18,000",
2002,MARKETING YEAR,,MONTANA,30,,INVENTORY,"134,000",
2002,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,"43,000",
2002,MARKETING YEAR,,NEVADA,32,,INVENTORY,"9,000",
2002,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,"11,000",
2002,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,"11,000",
2002,MARKETING YEAR,,NEW YORK,36,,INVENTORY,"60,000",
2002,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,"16,000",
2002,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,"320,000",
2002,MARKETING YEAR,,OHIO,39,,INVENTORY,"18,000",
2002,MARKETING YEAR,,OKLAHOMA,40,,INVENTORY,"3,000",
2002,MARKETING YEAR,,OREGON,41,,INVENTORY,"43,000",
2002,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,"29,000",
2002,MARKETING YEAR,,SOUTH CAROLINA,45,,INVENTORY,"5,000",
2002,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,"225,000",
2002,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,"8,000",
2002,MARKETING YEAR,,TEXAS,48,,INVENTORY,"114,000",
2002,MARKETING YEAR,,UTAH,49,,INVENTORY,"22,000",
2002,MARKETING YEAR,,VERMONT,50,,INVENTORY,"7,000",
2002,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,"8,000",
2002,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,"50,000",
2002,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,"9,000",
2002,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,"70,000",
2002,MARKETING YEAR,,WYOMING,56,,INVENTORY,"38,000",
2001,MARKETING YEAR,,ALABAMA,1,,INVENTORY,"14,000",
2001,MARKETING YEAR,,ARIZONA,4,,INVENTORY,"43,000",
2001,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,"50,000",
2001,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,"460,000",
2001,MARKETING YEAR,,COLORADO,8,,INVENTORY,"26,000",
2001,MARKETING YEAR,,FLORIDA,12,,INVENTORY,"220,000",
2001,MARKETING YEAR,,GEORGIA,13,,INVENTORY,"55,000",
2001,MARKETING YEAR,,HAWAII,15,,INVENTORY,"8,000",
2001,MARKETING YEAR,,IDAHO,16,,INVENTORY,"100,000",
2001,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,"6,000",
2001,MARKETING YEAR,,INDIANA,18,,INVENTORY,"7,000",
2001,MARKETING YEAR,,IOWA,19,,INVENTORY,"33,000",
2001,MARKETING YEAR,,KANSAS,20,,INVENTORY,"13,000",
2001,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,"4,000",
2001,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,"45,000",
2001,MARKETING YEAR,,MAINE,23,,INVENTORY,"11,000",
2001,MARKETING YEAR,,MARYLAND,24,,INVENTORY,"4,000",
2001,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,"76,000",
2001,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,"135,000",
2001,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,"17,000",
2001,MARKETING YEAR,,MISSOURI,29,,INVENTORY,"22,000",
2001,MARKETING YEAR,,MONTANA,30,,INVENTORY,"136,000",
2001,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,"43,000",
2001,MARKETING YEAR,,NEVADA,32,,INVENTORY,"9,000",
2001,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,"11,000",
2001,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,"10,000",
2001,MARKETING YEAR,,NEW YORK,36,,INVENTORY,"53,000",
2001,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,"13,000",
2001,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,"280,000",
2001,MARKETING YEAR,,OHIO,39,,INVENTORY,"18,000",
2001,MARKETING YEAR,,OKLAHOMA,40,,INVENTORY,"4,000",
2001,MARKETING YEAR,,OREGON,41,,INVENTORY,"44,000",
2001,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,"26,000",
2001,MARKETING YEAR,,SOUTH CAROLINA,45,,INVENTORY,"7,000",
2001,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,"235,000",
2001,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,"8,000",
2001,MARKETING YEAR,,TEXAS,48,,INVENTORY,"97,000",
2001,MARKETING YEAR,,UTAH,49,,INVENTORY,"23,000",
2001,MARKETING YEAR,,VERMONT,50,,INVENTORY,"7,000",
2001,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,"9,000",
2001,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,"48,000",
2001,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,"7,000",
2001,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,"67,000",
2001,MARKETING YEAR,,WYOMING,56,,INVENTORY,"38,000",
2000,MARKETING YEAR,,ALABAMA,1,,INVENTORY,"16,000",
2000,MARKETING YEAR,,ARIZONA,4,,INVENTORY,"40,000",
2000,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,"52,000",
2000,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,"440,000",
2000,MARKETING YEAR,,COLORADO,8,,INVENTORY,"29,000",
2000,MARKETING YEAR,,FLORIDA,12,,INVENTORY,"232,000",
2000,MARKETING YEAR,,GEORGIA,13,,INVENTORY,"55,000",
2000,MARKETING YEAR,,HAWAII,15,,INVENTORY,"7,000",
2000,MARKETING YEAR,,IDAHO,16,,INVENTORY,"100,000",
2000,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,"8,000",
2000,MARKETING YEAR,,INDIANA,18,,INVENTORY,"8,000",
2000,MARKETING YEAR,,IOWA,19,,INVENTORY,"30,000",
2000,MARKETING YEAR,,KANSAS,20,,INVENTORY,"15,000",
2000,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,"4,000",
2000,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,"43,000",
2000,MARKETING YEAR,,MAINE,23,,INVENTORY,"11,000",
2000,MARKETING YEAR,,MARYLAND,24,,INVENTORY,"6,000",
2000,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,"72,000",
2000,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,"150,000",
2000,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,"17,000",
2000,MARKETING YEAR,,MISSOURI,29,,INVENTORY,"23,000",
2000,MARKETING YEAR,,MONTANA,30,,INVENTORY,"124,000",
2000,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,"50,000",
2000,MARKETING YEAR,,NEVADA,32,,INVENTORY,"10,000",
2000,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,"11,000",
2000,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,"15,000",
2000,MARKETING YEAR,,NEW YORK,36,,INVENTORY,"58,000",
2000,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,"11,000",
2000,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,"300,000",
2000,MARKETING YEAR,,OHIO,39,,INVENTORY,"18,000",
2000,MARKETING YEAR,,OKLAHOMA,40,,INVENTORY,"7,000",
2000,MARKETING YEAR,,OREGON,41,,INVENTORY,"48,000",
2000,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,"25,000",
2000,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,"235,000",
2000,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,"9,000",
2000,MARKETING YEAR,,TEXAS,48,,INVENTORY,"105,000",
2000,MARKETING YEAR,,UTAH,49,,INVENTORY,"24,000",
2000,MARKETING YEAR,,VERMONT,50,,INVENTORY,"7,000",
2000,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,"7,000",
2000,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,"52,000",
2000,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,"7,000",
2000,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,"84,000",
2000,MARKETING YEAR,,WYOMING,56,,INVENTORY,"39,000",
1999,MARKETING YEAR,,ALABAMA,1,,INVENTORY,"17,000",
1999,MARKETING YEAR,,ARIZONA,4,,INVENTORY,"52,000",
1999,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,"52,000",
1999,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,"465,000",
1999,MARKETING YEAR,,COLORADO,8,,INVENTORY,"27,000",
1999,MARKETING YEAR,,FLORIDA,12,,INVENTORY,"228,000",
1999,MARKETING YEAR,,GEORGIA,13,,INVENTORY,"65,000",
1999,MARKETING YEAR,,HAWAII,15,,INVENTORY,"8,000",
1999,MARKETING YEAR,,IDAHO,16,,INVENTORY,"120,000",
1999,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,"9,000",
1999,MARKETING YEAR,,INDIANA,18,,INVENTORY,"10,000",
1999,MARKETING YEAR,,IOWA,19,,INVENTORY,"40,000",
1999,MARKETING YEAR,,KANSAS,20,,INVENTORY,"13,000",
1999,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,"3,000",
1999,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,"48,000",
1999,MARKETING YEAR,,MAINE,23,,INVENTORY,"14,000",
1999,MARKETING YEAR,,MARYLAND,24,,INVENTORY,"6,000",
1999,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,"73,000",
1999,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,"145,000",
1999,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,"18,000",
1999,MARKETING YEAR,,MISSOURI,29,,INVENTORY,"24,000",
1999,MARKETING YEAR,,MONTANA,30,,INVENTORY,"122,000",
1999,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,"58,000",
1999,MARKETING YEAR,,NEVADA,32,,INVENTORY,"9,000",
1999,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,"10,000",
1999,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,"15,000",
1999,MARKETING YEAR,,NEW YORK,36,,INVENTORY,"69,000",
1999,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,"9,000",
1999,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,"255,000",
1999,MARKETING YEAR,,OHIO,39,,INVENTORY,"20,000",
1999,MARKETING YEAR,,OKLAHOMA,40,,INVENTORY,"6,000",
1999,MARKETING YEAR,,OREGON,41,,INVENTORY,"45,000",
1999,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,"28,000",
1999,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,"224,000",
1999,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,"8,000",
1999,MARKETING YEAR,,TEXAS,48,,INVENTORY,"108,000",
1999,MARKETING YEAR,,UTAH,49,,INVENTORY,"26,000",
1999,MARKETING YEAR,,VERMONT,50,,INVENTORY,"6,000",
1999,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,"7,000",
1999,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,"52,000",
1999,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,"6,000",
1999,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,"80,000",
1999,MARKETING YEAR,,WYOMING,56,,INVENTORY,"37,000",
1998,MARKETING YEAR,,ALABAMA,1,,INVENTORY,"16,000",
1998,MARKETING YEAR,,ARIZONA,4,,INVENTORY,"55,000",
1998,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,"53,000",
1998,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,"450,000",
1998,MARKETING YEAR,,COLORADO,8,,INVENTORY,"27,000",
1998,MARKETING YEAR,,FLORIDA,12,,INVENTORY,"230,000",
1998,MARKETING YEAR,,GEORGIA,13,,INVENTORY,"75,000",
1998,MARKETING YEAR,,HAWAII,15,,INVENTORY,"8,000",
1998,MARKETING YEAR,,IDAHO,16,,INVENTORY,"120,000",
1998,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,"9,000",
1998,MARKETING YEAR,,INDIANA,18,,INVENTORY,"9,000",
1998,MARKETING YEAR,,IOWA,19,,INVENTORY,"50,000",
1998,MARKETING YEAR,,KANSAS,20,,INVENTORY,"16,000",
1998,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,"3,000",
1998,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,"41,000",
1998,MARKETING YEAR,,MAINE,23,,INVENTORY,"10,000",
1998,MARKETING YEAR,,MARYLAND,24,,INVENTORY,"7,000",
1998,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,"80,000",
1998,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,"140,000",
1998,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,"18,000",
1998,MARKETING YEAR,,MISSOURI,29,,INVENTORY,"23,000",
1998,MARKETING YEAR,,MONTANA,30,,INVENTORY,"115,000",
1998,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,"64,000",
1998,MARKETING YEAR,,NEVADA,32,,INVENTORY,"10,000",
1998,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,"11,000",
1998,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,"14,000",
1998,MARKETING YEAR,,NEW YORK,36,,INVENTORY,"65,000",
1998,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,"8,000",
1998,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,"230,000",
1998,MARKETING YEAR,,OHIO,39,,INVENTORY,"18,000",
1998,MARKETING YEAR,,OKLAHOMA,40,,INVENTORY,"4,000",
1998,MARKETING YEAR,,OREGON,41,,INVENTORY,"50,000",
1998,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,"26,000",
1998,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,"225,000",
1998,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,"7,000",
1998,MARKETING YEAR,,TEXAS,48,,INVENTORY,"91,000",
1998,MARKETING YEAR,,UTAH,49,,INVENTORY,"30,000",
1998,MARKETING YEAR,,VERMONT,50,,INVENTORY,"6,000",
1998,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,"8,000",
1998,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,"58,000",
1998,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,"6,000",
1998,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,"89,000",
1998,MARKETING YEAR,,WYOMING,56,,INVENTORY,"46,000",
1997,MARKETING YEAR,,ALABAMA,1,,INVENTORY,"14,000",
1997,MARKETING YEAR,,ARIZONA,4,,INVENTORY,"42,000",
1997,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,"50,000",
